99501,AK,"800 Ingra St","Anchorage"
99507,AK,"5855 Lake Otis Pkwy","Anchorage"
99521,AK,"Error","Error"
99509,AK,"Error","Error"
99503,AK,"Error","Error"
99502,AK,"Error","Error"
99505,AK,"724 Quartermaster Rd","Joint Base Elmendorf-Richardson"
99508,AK,"801 Northway Dr","Anchorage"
99515,AK,"1221 Huffman Park Dr","Anchorage"
99506,AK,"10437 Kuter Ave","Anchorage"
99510,AK,"Error","Error"
99519,AK,"Not Found","Not Found"
99504,AK,"Error","Error"
99517,AK,"Error","Error"
99516,AK,"Not Found","Not Found"
99514,AK,"Not Found","Not Found"
99518,AK,"Not Found","Not Found"
99511,AK,"Not Found","Not Found"
99513,AK,"Not Found","Not Found"
99520,AK,"Not Found","Not Found"
99522,AK,"Not Found","Not Found"
99530,AK,"4141 Postmark Dr","Anchorage"
99523,AK,"Not Found","Not Found"
99524,AK,"Not Found","Not Found"
99546,AK,"Not Found","Not Found"
99545,AK,"Not Found","Not Found"
99529,AK,"Not Found","Not Found"
99540,AK,"Not Found","Not Found"
99549,AK,"Not Found","Not Found"
99550,AK,"Not Found","Not Found"
99548,AK,"Not Found","Not Found"
99547,AK,"Not Found","Not Found"
99551,AK,"500 Phillips St","Akiachak"
99553,AK,"Not Found","Not Found"
99555,AK,"Not Found","Not Found"
99552,AK,"Not Found","Not Found"
99554,AK,"500 Anderson St","Alakanuk"
99556,AK,"33790 Sterling Hwy","Anchor Point"
99565,AK,"100 Airport Dr","Chignik Lagoon"
99564,AK,"101 Main St","Chignik"
99557,AK,"101 Boundary Ave","Aniak"
99561,AK,"Not Found","Not Found"
99559,AK,"1484 Chief Eddie Hoffman Hwy","Bethel"
99558,AK,"Error","Error"
99566,AK,"400 D St","Chitina"
99563,AK,"Not Found","Not Found"
99569,AK,"Not Found","Not Found"
99574,AK,"Not Found","Not Found"
99576,AK,"114 D St","Dillingham"
99573,AK,"Not Found","Not Found"
99567,AK,"Error","Error"
99568,AK,"Error","Error"
99571,AK,"Error","Error"
99572,AK,"Error","Error"
99575,AK,"Error","Error"
99577,AK,"11471 Business Blvd","Eagle River"
99510,AK,"Error","Error"
99578,AK,"Error","Error"
99579,AK,"Error","Error"
99580,AK,"Error","Error"
99581,AK,"Error","Error"
99585,AK,"Error","Error"
99583,AK,"Error","Error"
99586,AK,"Error","Error"
99587,AK,"Error","Error"
99588,AK,"Error","Error"
99589,AK,"Error","Error"
99590,AK,"Error","Error"
99612,AK,"Error","Error"
99591,AK,"Error","Error"
99599,AK,"Error","Error"
99602,AK,"Error","Error"
99619,AK,"Error","Error"
99603,AK,"Error","Error"
99604,AK,"Error","Error"
99605,AK,"Error","Error"
99606,AK,"Error","Error"
99607,AK,"Error","Error"
99608,AK,"Error","Error"
99630,AK,"Error","Error"
99609,AK,"Error","Error"
99611,AK,"Not Found","Not Found"
99615,AK,"Not Found","Not Found"
99613,AK,"Not Found","Not Found"
99610,AK,"Not Found","Not Found"
99622,AK,"Error","Error"
99626,AK,"Error","Error"
99628,AK,"Error","Error"
99629,AK,"Error","Error"
99631,AK,"Error","Error"
99625,AK,"Error","Error"
99621,AK,"Error","Error"
99624,AK,"Error","Error"
99623,AK,"Error","Error"
99627,AK,"Error","Error"
99614,AK,"Error","Error"
99620,AK,"Error","Error"
99635,AK,"Error","Error"
99634,AK,"Error","Error"
99644,AK,"Error","Error"
99641,AK,"Error","Error"
99647,AK,"Error","Error"
99637,AK,"Error","Error"
99649,AK,"Error","Error"
99643,AK,"Error","Error"
99638,AK,"Error","Error"
99653,AK,"Error","Error"
99650,AK,"Error","Error"
99639,AK,"Error","Error"
99645,AK,"Error","Error"
99636,AK,"Error","Error"
99632,AK,"Error","Error"
99651,AK,"Error","Error"
99652,AK,"Error","Error"
99640,AK,"Error","Error"
99648,AK,"Error","Error"
99633,AK,"Error","Error"
99654,AK,"Error","Error"
99655,AK,"Error","Error"
99656,AK,"Error","Error"
99659,AK,"Error","Error"
99657,AK,"Error","Error"
99658,AK,"Error","Error"
99661,AK,"Error","Error"
99663,AK,"Error","Error"
99662,AK,"Error","Error"
99660,AK,"Error","Error"
99665,AK,"Error","Error"
99666,AK,"Error","Error"
99667,AK,"Error","Error"
99664,AK,"Error","Error"
99668,AK,"Error","Error"
99671,AK,"Error","Error"
99669,AK,"Error","Error"
99672,AK,"Error","Error"
99674,AK,"Error","Error"
99676,AK,"Error","Error"
99675,AK,"Error","Error"
99670,AK,"Error","Error"
99677,AK,"Error","Error"
99680,AK,"Error","Error"
99679,AK,"Error","Error"
99681,AK,"Error","Error"
99682,AK,"Error","Error"
99683,AK,"Error","Error"
99678,AK,"Error","Error"
99684,AK,"Error","Error"
99685,AK,"Error","Error"
99686,AK,"Error","Error"
99689,AK,"Error","Error"
99693,AK,"Error","Error"
99688,AK,"Error","Error"
99687,AK,"Error","Error"
99691,AK,"Error","Error"
99694,AK,"Error","Error"
99692,AK,"Error","Error"
99690,AK,"Error","Error"
99697,AK,"Error","Error"
99695,AK,"Error","Error"
99702,AK,"Error","Error"
99701,AK,"Error","Error"
99704,AK,"Error","Error"
99707,AK,"Error","Error"
99705,AK,"Error","Error"
99706,AK,"Error","Error"
99709,AK,"Error","Error"
99708,AK,"Error","Error"
99712,AK,"Error","Error"
99703,AK,"Error","Error"
99710,AK,"Error","Error"
99711,AK,"Error","Error"
99714,AK,"Error","Error"
99716,AK,"Error","Error"
99721,AK,"Error","Error"
99720,AK,"Error","Error"
99734,AK,"Not Found","Not Found"
99729,AK,"Not Found","Not Found"
99743,AK,"9998 Coal St","Healy"
99740,AK,"Not Found","Not Found"
99737,AK,"266 Richardson Hwy","Delta Junction"
99731,AK,"Not Found","Not Found"
99726,AK,"1 Front St","Bettles"
99730,AK,"128 Steese Hwy","Central"
99738,AK,"200 Jefferson St","Eagle"
99725,AK,"Not Found","Not Found"
99723,AK,"3080 Eben Hobson St","Utqiagvik"
99722,AK,"Error","Error"
99724,AK,"Error","Error"
99732,AK,"Error","Error"
99741,AK,"Error","Error"
99739,AK,"Error","Error"
99733,AK,"Error","Error"
99727,AK,"Error","Error"
99736,AK,"Error","Error"
99742,AK,"Error","Error"
99744,AK,"Not Found","Not Found"
99753,AK,"Not Found","Not Found"
99749,AK,"Not Found","Not Found"
99747,AK,"Not Found","Not Found"
99750,AK,"Not Found","Not Found"
99757,AK,"Not Found","Not Found"
99751,AK,"Not Found","Not Found"
99754,AK,"Not Found","Not Found"
99752,AK,"333 Shore Ave","Kotzebue"
99758,AK,"Not Found","Not Found"
99755,AK,"Not Found","Not Found"
99746,AK,"Not Found","Not Found"
99756,AK,"Not Found","Not Found"
99745,AK,"Error","Error"
99748,AK,"Error","Error"
99759,AK,"Not Found","Not Found"
99760,AK,"803 Market St","Nenana"
99761,AK,"Not Found","Not Found"
99762,AK,"Not Found","Not Found"
99763,AK,"9998 Fireweed Dr","Noorvik"
99765,AK,"Not Found","Not Found"
99764,AK,"Not Found","Not Found"
99768,AK,"Not Found","Not Found"
99771,AK,"Not Found","Not Found"
99770,AK,"78 Selawik Rd","Selawik"
99772,AK,"123 Main St","Shishmaref"
99773,AK,"Not Found","Not Found"
99766,AK,"Error","Error"
99767,AK,"Error","Error"
99769,AK,"Error","Error"
99778,AK,"Not Found","Not Found"
99780,AK,"Not Found","Not Found"
99774,AK,"Error","Error"
99775,AK,"Error","Error"
99782,AK,"Not Found","Not Found"
99784,AK,"Not Found","Not Found"
99776,AK,"Error","Error"
99788,AK,"9788 Chalkyitsik Rd","Chalkyitsik"
99785,AK,"Not Found","Not Found"
99786,AK,"Not Found","Not Found"
99777,AK,"Error","Error"
99789,AK,"Not Found","Not Found"
99783,AK,"Error","Error"
99801,AK,"709 W 9th St","Juneau"
99803,AK,"Not Found","Not Found"
99781,AK,"Error","Error"
99802,AK,"Not Found","Not Found"
99791,AK,"Not Found","Not Found"
99812,AK,"Not Found","Not Found"
99790,AK,"Error","Error"
99820,AK,"Not Found","Not Found"
99811,AK,"Error","Error"
99829,AK,"Not Found","Not Found"
99826,AK,"Not Found","Not Found"
99827,AK,"55 Haines Rd","Haines"
99832,AK,"Not Found","Not Found"
99833,AK,"1201 Haugen Dr","Petersburg"
99821,AK,"Error","Error"
99824,AK,"Error","Error"
99835,AK,"1207 Sawmill Creek Rd","Sitka"
99825,AK,"Error","Error"
99830,AK,"Error","Error"
99901,AK,"3609 Tongass Ave","Ketchikan"
99850,AK,"Not Found","Not Found"
99840,AK,"Not Found","Not Found"
99836,AK,"Error","Error"
99919,AK,"Not Found","Not Found"
99841,AK,"Error","Error"
99921,AK,"303 Thompson Rd","Craig"
99922,AK,"Not Found","Not Found"
99925,AK,"Not Found","Not Found"
99926,AK,"Not Found","Not Found"
99927,AK,"Not Found","Not Found"
99903,AK,"Error","Error"
99918,AK,"Error","Error"
99923,AK,"Error","Error"
99929,AK,"Not Found","Not Found"
32620,AL,"Not Found","Not Found"
35004,AL,"2455 Moody Pkwy","Moody"
35006,AL,"7313 Johns Rd","Adger"
31905,AL,"Not Found","Not Found"
35005,AL,"3609 Gray Ave","Adamsville"
99928,AK,"Error","Error"
35007,AL,"50 Kent Stone Way","Alabaster"
35010,AL,"233 Lee St","Alexander City"
99950,AK,"Error","Error"
35013,AL,"Not Found","Not Found"
35014,AL,"Not Found","Not Found"
35015,AL,"5548 Johnson St","Alton"
35016,AL,"819 N Main St","Arab"
35011,AL,"Error","Error"
35019,AL,"Not Found","Not Found"
35020,AL,"1112 4th Ave N","Bessemer"
35021,AL,"Not Found","Not Found"
35022,AL,"Not Found","Not Found"
35031,AL,"69210 Main St","Blountsville"
35023,AL,"615 Brooklane Dr","Hueytown"
35032,AL,"Not Found","Not Found"
35033,AL,"2313 Co Rd 54","Bremen"
35036,AL,"Not Found","Not Found"
35035,AL,"Not Found","Not Found"
35034,AL,"2150 Main St","Brent"
35042,AL,"155 Birmingham Rd Ste 100","Centreville"
35040,AL,"Not Found","Not Found"
35038,AL,"Error","Error"
35044,AL,"125 9th Ave SW","Childersburg"
35043,AL,"Not Found","Not Found"
35045,AL,"608 6th St S","Clanton"
35048,AL,"6721 Old Springville Rd","Clay"
35051,AL,"210 W College St","Columbiana"
35049,AL,"Not Found","Not Found"
35046,AL,"Error","Error"
35052,AL,"Not Found","Not Found"
35053,AL,"Not Found","Not Found"
35054,AL,"Not Found","Not Found"
35055,AL,"500 Main Ave SW","Cullman"
35056,AL,"Not Found","Not Found"
35057,AL,"11 Co Rd 1242","Cullman"
35060,AL,"Not Found","Not Found"
35058,AL,"Not Found","Not Found"
35062,AL,"975 Sharon Blvd","Dora"
35061,AL,"Not Found","Not Found"
35063,AL,"5323 Empire Rd","Empire"
31905,AL,"Not Found","Not Found"
35064,AL,"Not Found","Not Found"
35070,AL,"Not Found","Not Found"
35068,AL,"1515 Stouts Rd","Fultondale"
35071,AL,"1753 Decatur Hwy","Gardendale"
35072,AL,"Not Found","Not Found"
35074,AL,"20607 Eastern Valley Rd","Green Pond"
35078,AL,"41 Wheat St","Harpersville"
35073,AL,"201 2nd Ave SW","Graysville"
35077,AL,"630 Main St NE","Hanceville"
35079,AL,"Not Found","Not Found"
35080,AL,"800 Hwy 52 W","Helena"
35021,AL,"Not Found","Not Found"
35083,AL,"77 Brooklyn Rd","Holly Pond"
35085,AL,"Not Found","Not Found"
35087,AL,"Not Found","Not Found"
35089,AL,"Not Found","Not Found"
35082,AL,"Error","Error"
35091,AL,"9261 Stouts Rd","Kimberly"
35035,AL,"Not Found","Not Found"
35094,AL,"1500 8th St NE","Leeds"
35096,AL,"Not Found","Not Found"
35098,AL,"Not Found","Not Found"
35097,AL,"Not Found","Not Found"
35112,AL,"Not Found","Not Found"
35111,AL,"6301 Old Tuscaloosa Hwy","McCalla"
35114,AL,"10011 Hwy 17","Alabaster"
35040,AL,"Error","Error"
35043,AL,"Not Found","Not Found"
35116,AL,"8315 Old Hwy 31","Morris"
35115,AL,"720 Vine St","Montevallo"
35117,AL,"Not Found","Not Found"
35118,AL,"5602 Birmingport Rd","Mulga"
35119,AL,"Not Found","Not Found"
35120,AL,"17 Burgess Dr","Odenville"
35121,AL,"333 7th St N","Oneonta"
35124,AL,"2960 Pelham Pkwy","Pelham"
35125,AL,"Not Found","Not Found"
35127,AL,"832 Park Rd","Pleasant Grove"
35126,AL,"Not Found","Not Found"
35123,AL,"Error","Error"
35131,AL,"81 Kathryn St","Ragland"
35130,AL,"7515 Quinton Rd","Quinton"
35133,AL,"Not Found","Not Found"
35135,AL,"50 Coleman Ave","Riverside"
35136,AL,"333 School St","Rockford"
35128,AL,"1400 Martin St S","Pell City"
35139,AL,"Not Found","Not Found"
35143,AL,"3788 Hwy 47","Shelby"
35142,AL,"Error","Error"
35144,AL,"Error","Error"
35146,AL,"Not Found","Not Found"
35149,AL,"Not Found","Not Found"
35148,AL,"1675 Main St","Sumiton"
35079,AL,"Not Found","Not Found"
35147,AL,"Not Found","Not Found"
35137,AL,"Not Found","Not Found"
35150,AL,"1 S Broadway Ave","Sylacauga"
35151,AL,"Not Found","Not Found"
35160,AL,"127 East St N","Talladega"
35171,AL,"Not Found","Not Found"
35172,AL,"Not Found","Not Found"
35175,AL,"3935 Union Grove Rd","Union Grove"
35178,AL,"Not Found","Not Found"
35161,AL,"Error","Error"
35179,AL,"18181 US Hwy 31","Vinemont"
35176,AL,"Not Found","Not Found"
35180,AL,"Not Found","Not Found"
35181,AL,"4016 Powder Mill Rd","Watson"
35182,AL,"Not Found","Not Found"
35173,AL,"Not Found","Not Found"
35183,AL,"Not Found","Not Found"
35184,AL,"106 Florida St","West Blocton"
35185,AL,"Not Found","Not Found"
35187,AL,"Not Found","Not Found"
35186,AL,"Not Found","Not Found"
35203,AL,"351 24th St N","Birmingham"
35205,AL,"1821 11th Ave S","Birmingham"
35125,AL,"Error","Error"
35202,AL,"Not Found","Not Found"
35188,AL,"Not Found","Not Found"
35206,AL,"9150 Parkway E Ste 200","Birmingham"
35204,AL,"Not Found","Not Found"
35201,AL,"Not Found","Not Found"
35207,AL,"2712 32nd Ave N","Birmingham"
35208,AL,"2801 Lomb Ave","Birmingham"
35209,AL,"813 Green Springs Hwy","Homewood"
35210,AL,"2730 Crestwood Blvd","Irondale"
35211,AL,"1337 Tuscaloosa Ave","Birmingham"
35213,AL,"3900 Montclair Rd Fl 1","Mountain Brook"
35212,AL,"5310 1st Ave N","Birmingham"
35215,AL,"Not Found","Not Found"
35216,AL,"745 Montgomery Hwy","Vestavia Hills"
35214,AL,"1450 Forestdale Blvd","Birmingham"
35137,AL,"Not Found","Not Found"
35217,AL,"1101 Elizabeth Ave","Birmingham"
35218,AL,"Not Found","Not Found"
35219,AL,"Not Found","Not Found"
35221,AL,"Not Found","Not Found"
35222,AL,"4500 1st Ave S","Birmingham"
35146,AL,"Not Found","Not Found"
35223,AL,"201 Rele St","Birmingham"
35220,AL,"Error","Error"
35224,AL,"Not Found","Not Found"
35228,AL,"880 Wilkes Rd","Birmingham"
35226,AL,"Not Found","Not Found"
35229,AL,"800 Lakeshore Dr","Birmingham"
35231,AL,"Not Found","Not Found"
35235,AL,"Not Found","Not Found"
35233,AL,"Not Found","Not Found"
35234,AL,"Not Found","Not Found"
35232,AL,"Error","Error"
35236,AL,"Not Found","Not Found"
35237,AL,"Not Found","Not Found"
35242,AL,"1900 Corporate Dr","Birmingham"
35244,AL,"1809 Riverchase Dr","Hoover"
35243,AL,"3105 Sunview Dr","Vestavia Hills"
35238,AL,"Error","Error"
35246,AL,"Not Found","Not Found"
35249,AL,"Not Found","Not Found"
35202,AL,"Not Found","Not Found"
35253,AL,"Not Found","Not Found"
35188,AL,"Not Found","Not Found"
35254,AL,"Not Found","Not Found"
35255,AL,"Not Found","Not Found"
35259,AL,"Not Found","Not Found"
35266,AL,"Not Found","Not Found"
35282,AL,"Not Found","Not Found"
35260,AL,"Error","Error"
35285,AL,"Not Found","Not Found"
35261,AL,"Error","Error"
35283,AL,"Not Found","Not Found"
35287,AL,"Not Found","Not Found"
35288,AL,"Not Found","Not Found"
35270,AL,"Not Found","Not Found"
35221,AL,"Not Found","Not Found"
35290,AL,"Error","Error"
35291,AL,"Not Found","Not Found"
35292,AL,"Not Found","Not Found"
35224,AL,"Error","Error"
35295,AL,"Not Found","Not Found"
35294,AL,"Not Found","Not Found"
35226,AL,"Not Found","Not Found"
35293,AL,"Error","Error"
35401,AL,"1313 22nd Ave","Tuscaloosa"
35296,AL,"Not Found","Not Found"
35297,AL,"Not Found","Not Found"
35402,AL,"Not Found","Not Found"
35298,AL,"Error","Error"
35404,AL,"Not Found","Not Found"
35406,AL,"1655 McFarland N Blvd","Tuscaloosa"
35403,AL,"Not Found","Not Found"
35407,AL,"Not Found","Not Found"
35424,AL,"Not Found","Not Found"
35441,AL,"Not Found","Not Found"
35405,AL,"3201 Skyland E Blvd","Tuscaloosa"
35440,AL,"Not Found","Not Found"
35442,AL,"Not Found","Not Found"
35443,AL,"157 County Road 81","Boligee"
35447,AL,"Not Found","Not Found"
35446,AL,"16533 Co Rd 140","Buhl"
35448,AL,"Not Found","Not Found"
35444,AL,"Not Found","Not Found"
35452,AL,"14585 Romulus Rd","Coker"
35453,AL,"3101 Buttermilk Rd","Cottondale"
35283,AL,"Not Found","Not Found"
35456,AL,"12108 Hwy 82 E","Duncanville"
35449,AL,"Error","Error"
35457,AL,"Not Found","Not Found"
35458,AL,"12630 Elrod Rd","Elrod"
35459,AL,"Not Found","Not Found"
35460,AL,"10230 Cedar Hill Dr","Epes"
35285,AL,"Not Found","Not Found"
35461,AL,"Not Found","Not Found"
35462,AL,"227 Prairie Ave","Eutaw"
35464,AL,"Not Found","Not Found"
35463,AL,"Not Found","Not Found"
35466,AL,"Not Found","Not Found"
35469,AL,"Not Found","Not Found"
35470,AL,"Not Found","Not Found"
35473,AL,"Not Found","Not Found"
35468,AL,"Error","Error"
35476,AL,"4200 McFarland Blvd","Northport"
35475,AL,"12898 Northside Rd","Northport"
35471,AL,"Error","Error"
35474,AL,"259 2nd Ave","Moundville"
35480,AL,"Not Found","Not Found"
35478,AL,"8910 Old Birmingham Hwy","Peterson"
35481,AL,"Not Found","Not Found"
35485,AL,"Error","Error"
35486,AL,"Not Found","Not Found"
35477,AL,"Error","Error"
35490,AL,"Not Found","Not Found"
35487,AL,"Not Found","Not Found"
35482,AL,"Error","Error"
35501,AL,"2101 3rd Ave","Jasper"
35502,AL,"Not Found","Not Found"
35503,AL,"Not Found","Not Found"
35540,AL,"Not Found","Not Found"
35491,AL,"Error","Error"
35541,AL,"6865 Co Rd 41","Arley"
35542,AL,"Not Found","Not Found"
35504,AL,"205 Oak Hill Rd A","Jasper"
35543,AL,"Not Found","Not Found"
35544,AL,"Not Found","Not Found"
35545,AL,"Not Found","Not Found"
35548,AL,"Not Found","Not Found"
35546,AL,"Not Found","Not Found"
35549,AL,"Not Found","Not Found"
35550,AL,"10 Brewer St","Cordova"
35552,AL,"Not Found","Not Found"
35554,AL,"Not Found","Not Found"
35553,AL,"22 Lynn Rd","Double Springs"
35555,AL,"223 Temple Ave N","Fayette"
35551,AL,"Not Found","Not Found"
35559,AL,"Not Found","Not Found"
35564,AL,"Not Found","Not Found"
35565,AL,"Not Found","Not Found"
35570,AL,"315 Bexar Ave E","Hamilton"
35560,AL,"Error","Error"
35571,AL,"Error","Error"
